,ID,label_lr,train_val_predict,src,URL
35,12753,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0080.jpg
36,12750,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0083.jpg
37,12746,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0087.jpg
38,12741,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0093.jpg
39,12732,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0104.jpg
40,12731,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0105.jpg
41,12727,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0112.jpg
42,12726,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0113.jpg
43,12725,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0114.jpg
44,12724,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0115.jpg
45,12723,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0116.jpg
46,12722,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0118.jpg
47,12721,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0119.jpg
48,12720,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0120.jpg
49,12716,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0126.jpg
50,12717,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0125.jpg
51,12715,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0127.jpg
52,12714,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0128.jpg
53,12713,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0129.jpg
54,12712,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0130.jpg
55,12711,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0131.jpg
56,12710,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0132.jpg
57,12709,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0133.jpg
58,12708,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0134.jpg
59,12707,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0135.jpg
60,12706,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0136.jpg
61,12705,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0137.jpg
62,12703,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0140.jpg
63,12702,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0141.jpg
64,12700,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0143.jpg
65,12658,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0190.jpg
66,12657,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0191.jpg
67,12656,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0193.jpg
68,12620,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0241.jpg
69,12619,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0242.jpg
70,12616,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0246.jpg
71,12615,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0247.jpg
72,12613,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0249.jpg
73,12611,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0251.jpg
74,12610,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0252.jpg
75,12608,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0254.jpg
76,12607,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0255.jpg
77,12606,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0256.jpg
78,12596,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0267.jpg
79,12595,left,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0268.jpg
80,11976,left,val,CTEH,http://192.168.0.19:8042/instances/5d2a5f05-0c694515-28bda045-ef554045-eabd5e66/preview
81,11974,left,val,CTEH,http://192.168.0.19:8042/instances/7c34c4cd-004fbed9-81897679-5d5cbb3b-270dcd2f/preview
82,11970,right,val,CTEH,http://192.168.0.19:8042/instances/c48d2285-52eba47d-6cd58546-af38d3c6-8df92d8a/preview
83,11960,left,val,CTEH,http://192.168.0.19:8042/instances/35e6e74c-c44f040e-54de1347-4fe39278-048aa6a0/preview
84,11940,left,val,CTEH,http://192.168.0.19:8042/instances/e9339314-1bede3fc-8cb0a924-5b6f40f8-0d769133/preview
85,11931,left,val,CTEH,http://192.168.0.19:8042/instances/c8e5619e-5d481afe-d0088581-039ba529-ae9583ad/preview
86,11919,right,val,CTEH,http://192.168.0.19:8042/instances/26c3ebcf-8af0a063-12029ebc-d7d2762d-5129964b/preview
87,11918,left,val,CTEH,http://192.168.0.19:8042/instances/bf6ab430-9ffac3e7-7cee185f-28c96a4d-dcb41382/preview
88,11917,left,val,CTEH,http://192.168.0.19:8042/instances/f69f6823-8c9cecc1-09264f34-b203ec89-e2a00166/preview
89,11916,right,val,CTEH,http://192.168.0.19:8042/instances/04dd7cc7-1bea42b4-fcb54227-d7b7ab9f-7d151b90/preview
90,11838,left,train,CTEH,http://192.168.0.19:8042/instances/b19fad63-b80db989-621c006a-7c424519-ca747612/preview
91,11801,left,val,CTEH,http://192.168.0.19:8042/instances/97d8373b-82bdfaef-dafa4f39-2cabba36-327fe9a8/preview
92,11799,right,val,CTEH,http://192.168.0.19:8042/instances/29188970-3082f12d-7a23dd62-39d0c715-ed73d981/preview
93,11746,right,val,CTEH,http://192.168.0.19:8042/instances/f77f7c61-afdc1efe-06ab28b5-44a2e8f0-ea4b30e5/preview
94,11741,left,val,CTEH,http://192.168.0.19:8042/instances/026ee6aa-6836d6da-f495901d-9b10eb1c-242c6d05/preview
95,11645,right,val,CTEH,http://192.168.0.19:8042/instances/0bbf119e-4bd41a79-b7ff71c3-522292ee-c1484ef8/preview
96,11602,left,val,CTEH,http://192.168.0.19:8042/instances/97bbc382-9baadc70-c39a2296-f634f067-8a755b66/preview
97,11557,left,val,CTEH,http://192.168.0.19:8042/instances/d6dd02af-f8f2cc7b-0d1174cc-b71d31be-5cc18a30/preview
98,11755,left,val,CTEH,http://192.168.0.19:8042/instances/335becf6-2990eb07-a031cf63-a28f8551-11dec1fd/preview
99,11736,right,val,CTEH,http://192.168.0.19:8042/instances/472cb90c-9c65a59a-7e1d9895-e59b774c-95a98ee0/preview
100,11702,right,val,CTEH,http://192.168.0.19:8042/instances/bb0893c9-797f314e-3a7145e9-bf96cfcc-41feed53/preview
101,11689,left,val,CTEH,http://192.168.0.19:8042/instances/47c3be37-95490b53-f97072fe-1faa9037-079c653d/preview
102,11643,right,val,CTEH,http://192.168.0.19:8042/instances/c3f2429d-850e8904-8bdec180-b87867a0-f5ee320f/preview
103,11641,left,val,CTEH,http://192.168.0.19:8042/instances/344b45c2-785e33dc-2e55491a-597f1418-ed24f45d/preview
104,11559,left,val,CTEH,http://192.168.0.19:8042/instances/fd90ce75-8d140442-4219eccf-f72b33b5-10e5918c/preview
105,11561,left,val,CTEH,http://192.168.0.19:8042/instances/cb790fd6-a75c786e-878848d9-d18804ee-e8be80e8/preview
106,11555,right,val,CTEH,http://192.168.0.19:8042/instances/75a9ec33-d691a568-1345df19-f1526e38-782e0cda/preview
107,12742,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0092.jpg
108,12745,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0088.jpg
109,12740,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0095.jpg
110,12739,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0096.jpg
111,12738,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0098.jpg
112,12737,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0099.jpg
113,12736,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0100.jpg
114,12735,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0101.jpg
115,12734,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0102.jpg
116,12733,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0103.jpg
117,12730,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0106.jpg
118,12728,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0111.jpg
119,12729,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0108.jpg
120,12704,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0139.jpg
121,12701,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0142.jpg
122,12699,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0144.jpg
123,12696,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0148.jpg
124,12695,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0149.jpg
125,12694,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0150.jpg
126,12693,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0151.jpg
127,12692,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0152.jpg
128,12691,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0153.jpg
129,12690,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0154.jpg
130,12689,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0155.jpg
131,12688,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0156.jpg
132,12686,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0159.jpg
133,12685,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0160.jpg
134,12679,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0168.jpg
135,12670,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0177.jpg
136,12668,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0179.jpg
137,12667,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0180.jpg
138,12666,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0181.jpg
139,12665,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0182.jpg
140,12664,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0183.jpg
141,12663,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0184.jpg
142,12662,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0185.jpg
143,12661,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0186.jpg
144,12660,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0188.jpg
145,12659,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0189.jpg
146,12655,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0194.jpg
147,12654,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0195.jpg
148,12653,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0196.jpg
149,12652,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0198.jpg
150,12651,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0202.jpg
151,12649,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0205.jpg
152,12648,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0206.jpg
153,12647,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0207.jpg
154,12645,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0210.jpg
155,12617,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0244.jpg
156,12612,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0250.jpg
157,12609,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0253.jpg
158,12590,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0275.jpg
159,12589,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0276.jpg
160,12698,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0145.jpg
161,12697,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0147.jpg
162,12687,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0157.jpg
163,12684,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0161.jpg
164,12683,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0164.jpg
165,12682,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0165.jpg
166,12681,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0166.jpg
167,12680,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0167.jpg
168,12678,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0169.jpg
169,12677,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0170.jpg
170,12676,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0171.jpg
171,12675,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0172.jpg
172,12674,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0173.jpg
173,12673,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0174.jpg
174,12672,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0175.jpg
175,12671,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0176.jpg
176,12646,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0209.jpg
177,12643,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0212.jpg
178,12642,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0213.jpg
179,12641,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0214.jpg
180,12640,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0215.jpg
181,12639,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0216.jpg
182,12638,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0217.jpg
183,12637,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0218.jpg
184,12636,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0220.jpg
185,12635,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0221.jpg
186,12634,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0224.jpg
187,12633,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0225.jpg
188,12632,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0226.jpg
189,12630,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0228.jpg
190,12631,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0227.jpg
191,12629,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0229.jpg
192,12627,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0231.jpg
193,12626,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0232.jpg
194,12625,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0233.jpg
195,12624,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0235.jpg
196,12623,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0236.jpg
197,12622,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0237.jpg
198,12621,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0239.jpg
199,12618,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0243.jpg
200,12605,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0258.jpg
201,12604,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0259.jpg
202,12603,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0260.jpg
203,12602,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0261.jpg
204,12601,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0262.jpg
205,12600,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0263.jpg
206,12599,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0264.jpg
207,12598,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0265.jpg
208,12597,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0266.jpg
209,12594,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0269.jpg
210,12593,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0271.jpg
211,12592,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0272.jpg
212,12591,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0273.jpg
213,12588,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0277.jpg
214,12587,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0278.jpg
215,12586,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0279.jpg
216,12585,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0280.jpg
217,12584,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0283.jpg
218,12583,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0284.jpg
219,12582,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0285.jpg
220,12581,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0286.jpg
221,12580,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0287.jpg
222,12579,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0288.jpg
223,12578,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0289.jpg
224,12577,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0290.jpg
225,12576,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0291.jpg
226,12575,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0293.jpg
227,12574,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0294.jpg
228,12573,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0295.jpg
229,12572,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0297.jpg
230,12571,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0298.jpg
231,12570,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0299.jpg
232,12569,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0301.jpg
233,12568,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0302.jpg
234,12567,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0303.jpg
235,12566,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0305.jpg
236,12565,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0306.jpg
237,12564,left,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0307.jpg
238,12353,right,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/342_0001CR0D.png
239,12348,right,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/348_0001CR0D.png
240,12328,left,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/378_0005CL0D.png
